Code,Title,asset_dictionary_id
Ss_15_30_15_15,Concrete cleaning systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_15_50,Masonry cleaning systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_15_65,Preliminary concrete cleaning systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_15_66,Preliminary masonry cleaning systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_17,Concrete repair and renovation systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_17_10,Bonded steel plate repair systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_17_12,Concrete crack repair or filling systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_17_14,Concrete mortar or overlay systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_17_16,Concrete protective coating systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_17_18,Concrete repair systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_17_85,Sprayed concrete repair systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_32,Fungus and beetle eradication systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_32_05,Beetle eradication systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_32_15,Combined fungus and beetle treatment systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_32_35,Hot air infestation treatment systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_32_50,Masonry fungus treatment systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_32_85,Termite treatment systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_32_90,Timber fungus treatment systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_33,Glass repair and renovation systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_50,Masonry repair and renovation systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_50_50,Masonry repair systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_50_53,Mortar joint repair systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_50_55,Mortar repointing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_52,Metal repair and renovation systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_52_03,Aluminium repair systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_52_15,Copper repair systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_52_42,Iron repair systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_52_46,Lead repair systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_52_84,Steel repair systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_65,Pipeline renovation systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_65_15,Close-fit plastics pipe lining systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_65_17,Continuous plastics pipe lining systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_65_20,Cured in place lining systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_65_65,Preformed lining systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_65_72,Rigidly anchored plastics inner layer (RAPL) lining systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_65_80,Spray lining systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_65_81,Spirally wound plastics pipe lining systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_90,Timber repair and renovation systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_90_84,Timber joint strengthening systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_90_86,Timber section repair systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_30_90_90,Timber section strengthening systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_95,Temporary works systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_95_15,Temporary preparatory works systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_95_15_10,Borehole systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_95_17,Temporary protection systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_95_17_90,Temporary backfill systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_95_20,Temporary whole entity structural works systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_95_20_30,Flying shores systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_95_20_32,Framed retention structure systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_95_20_70,Raking shores systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_95_20_72,Retention structure systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_95_20_75,Scaffold retention structure systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_95_20_87,Thrust pit systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_95_25,Temporary wall and barrier works systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_95_30,"Temporary roof, floor and paving works systems","e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_95_32,Temporary water and land management systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_95_32_85,Sedimentation ponds,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_95_35,"Temporary fixed access, tunnel, shaft, vessel and tower works systems","e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_95_40,"Temporary signage and fittings, furnishings and equipment (FF&E) works systems","e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_95_45,Temporary flora and fauna systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_95_45_42,Intercropping systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_95_45_85,Spoil heap temporary crop systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_95_45_90,Topsoil heap temporary crop systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_95_55,Temporary piped supply works systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_95_55_90,Tunnelling compressed air systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_95_60,"Temporary heating, cooling and refrigeration works systems","e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_95_65,Temporary ventilation and air conditioning works systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_95_70,Temporary electrical works systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_95_75,"Temporary communications, security, safety, control and protection works systems","e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_95_80,Temporary pavement works systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_95_80_02,Temporary access road systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_95_80_72,Temporary roadwork systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_95_85,Temporary process engineering works systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_15_95_90,Temporary soft facility management works services,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20,Structural systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05,Substructure systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_15,Concrete foundation systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_15_65,Precast concrete pad and strip foundation systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_15_70,Reinforced concrete pad and strip foundation systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_15_71,Reinforced concrete pilecap and ground beam foundation systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_15_72,Reinforced concrete raft foundation systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_15_80,Steel ground beam foundation systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_15_90,Unreinforced concrete foundation systems for cast-in products,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_15_91,Unreinforced concrete pad and strip foundation systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_15_92,Unreinforced concrete trench fill foundation systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_50,Minor concrete substructure systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_50_15,Concrete haunching systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_50_65,Precast concrete foundation and plinth systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_50_70,Reinforced concrete base or foundation systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_50_92,Unreinforced concrete foundation with cast-in products systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_50_93,Unreinforced concrete foundation and plinth systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_65,Piling systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_65_24,Driven precast or prestressed concrete piling systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_65_40,In situ concrete augered piling systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_65_41,In situ concrete bored piling systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_65_42,In situ concrete cased displacement piling systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_65_43,In situ concrete displacement piling systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_65_44,In situ concrete mini-piling or micro-piling systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_65_64,Plunge column piling systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_65_76,Screw piling systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_65_84,Steel bearing pile systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_65_89,Timber piling systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_80,Structural grouting systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_80_12,Cementitious grout systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_80_40,Interstitial grouting systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_80_57,Non-cementitious grout systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_80_71,Retaining wall cementitious grout systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_80_73,Retaining wall self-hardening slurry systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_80_80,Soil nailing cementitious grout systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_90,Underpinning systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_90_10,Beam and pier unreinforced concrete underpinning systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_90_35,Grouted underpinning systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_90_45,Jacked pile underpinning systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_90_46,Jet grouted underpinning systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_90_50,Mass concrete underpinning systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_90_60,Pile and cantilever support underpinning systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_90_61,Pile and needle underpinning systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_05_90_70,Raking pile underpinning systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_10,Structural frame systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_10_30,Complete bridge structure systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_10_30_30,Footbridge systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_10_30_65,Pipe bridge systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_10_60,Prefabricated framed and panelled structures,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_10_60_33,Geodesic dome systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_10_60_34,Glazed enclosure systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_10_60_50,Modular pod systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_10_60_60,Panelled and framed modular systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_10_60_84,Structural insulated panel systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_10_60_95,Volumetric modular systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_10_65,Prefabricated room systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_10_65_15,Composite pods,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_10_65_17,Concrete pods,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_10_65_65,Polypropylene pods,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_10_70,Shelter systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_10_70_03,Animal shelter systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_10_70_62,People shelter systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_10_70_64,Plant shelter systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_10_70_84,Storage shelter systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_10_75,Structural framing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_10_75_35,Heavy steel framing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_10_75_45,Light steel framing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_10_75_65,Precast reinforced concrete framing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_10_75_70,Reinforced concrete framing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_10_75_85,Timber framing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_20,Structural beams,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_20_75,Structural beam systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_20_75_35,Heavy steel beam systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_20_75_45,Light steel beam systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_20_75_65,Precast reinforced concrete beam systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_20_75_70,Reinforced concrete beam systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_20_75_85,Timber beam systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_30,Structural columns,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_30_75,Structural column systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_30_75_35,Heavy steel column systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_30_75_45,Light steel column systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_30_75_50,Masonry column systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_30_75_65,Precast reinforced concrete column systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_30_75_70,Reinforced concrete column systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_30_75_85,Timber column systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_40,Structural sheet and cable systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_40_10,Building cable systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50,Bridge structure systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_10,Abutment systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_10_10,Bank seat abutments,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_10_30,Embedded retaining wall bridge abutments,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_10_40,Integral abutments,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_10_50,Masonry bridge abutments,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_10_70,Reinforced concrete bridge abutments,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_10_80,Sheet piled bridge abutments,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_10_85,Spill-through abutments,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_10_90,Tied embedded retaining wall bridge abutments,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_10_95,Wing wall systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_20,Bridge pier systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_20_50,Masonry bridge piers,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_20_70,Reinforced concrete bridge piers,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_25,Bridge deck systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_25_08,Box girder bridge deck systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_25_12,Composite steel and concrete bridge deck systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_25_15,Concrete half through deck systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_25_16,Concrete slab deck systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_25_30,Filler beam deck systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_25_31,Flat and stepped deck systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_25_53,Modular precast concrete deck systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_25_59,Orthotropic deck systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_25_65,Prestressed concrete beam deck systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_25_70,Reinforced concrete arch bridge systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_25_80,Solid steel slab systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_30,Abutment and pier component systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_30_11,Capping beam systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_30_37,Headwall systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_30_80,Spandrel arch wall systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_35,Bridge cable systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_35_11,Cable-stayed bridge cable systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_35_85,Suspension bridge cable systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_40,Bridge expansion joint systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_40_04,Asphaltic plug joint systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_40_09,Buried expansion joint systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_40_56,Nosing expansion joint systems with poured sealants,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_50_40_57,Nosing expansion joint systems with preformed compression seals,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_60,Retaining wall systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_60_30,Embedded retaining wall systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_60_30_03,Anchored steel sheet pile retaining wall systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_60_30_08,Bored king post retaining wall systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_60_30_13,Combi retaining wall systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_60_30_15,Contiguous pile retaining wall systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_60_30_24,Driven king post retaining wall systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_60_30_70,Reinforced concrete diaphragm retaining wall systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_60_30_80,Secant pile retaining wall systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_60_30_83,Slurry diaphragm retaining wall systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_60_30_85,Steel sheet pile retaining wall systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_60_30_92,Unreinforced concrete diaphragm retaining wall systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_60_35,Gravity retaining wall systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_60_35_10,Caged fill retaining wall systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_60_35_13,Concrete bagwork retaining wall systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_60_35_15,Crib retaining wall systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_60_35_25,Drystack masonry unit retaining wall systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_60_35_50,Masonry retaining wall systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_60_35_53,Mesh formwork and geogrid retaining wall systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_60_35_66,Precast concrete stem wall retaining wall systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_60_35_70,Reinforced concrete retaining wall systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_60_35_72,Reinforced earth retaining wall systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_60_35_90,Timber retaining wall systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_60_35_91,Tyre bale retaining wall systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_70,Structure covering and finishing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_70_15,Concrete protection systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_70_65,Protective painting systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_70_80,Steel encasement systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_80,Structure accessory systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_80_60,Permanent formwork systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_20_95,Temporary structural systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25,Wall and barrier systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_10,Framed wall systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_10_20,Curtain walling systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_10_20_85,Stick curtain walling systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_10_20_90,Unitized curtain walling systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_10_30,Framed partition systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_10_30_35,Gypsum board partition systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_10_30_70,Rigid sheet partition systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
